source,target,edge_type,confidence,fk_columns,ref_columns,note
product_storage_locations::1921::S8907367014867::V2S1,product_plants::1921::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1922::S8907367014867::V2S2,product_plants::1922::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::AP05::S8907367014867::5050,product_plants::AP05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::AS05::S8907367014867::5001,product_plants::AS05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::AS05::S8907367014867::5071,product_plants::AS05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::AS05::S8907367014867::5134,product_plants::AS05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::BH05::S8907367014867::5064,product_plants::BH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::BH05::S8907367014867::5112,product_plants::BH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::BH05::S8907367014867::5120,product_plants::BH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::CH07::S8907367014867::7013,product_plants::CH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::CH07::S8907367014867::7075,product_plants::CH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::CH07::S8907367014867::7096,product_plants::CH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5002,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5003,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5005,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5007,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5008,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5009,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5010,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5011,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5012,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5013,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5020,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5023,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5035,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5036,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367014867::5091,product_plants::DL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL07::S8907367014867::7001,product_plants::DL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL07::S8907367014867::7022,product_plants::DL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL07::S8907367014867::7054,product_plants::DL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL07::S8907367014867::7071,product_plants::DL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::GJ05::S8907367014867::5004,product_plants::GJ05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::GJ05::S8907367014867::5042,product_plants::GJ05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::GJ05::S8907367014867::5043,product_plants::GJ05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::GJ05::S8907367014867::5098,product_plants::GJ05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR00::S8907367014867::0001,product_plants::HR00::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR00::S8907367014867::0002,product_plants::HR00::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR00::S8907367014867::0003,product_plants::HR00::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5006,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5014,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5015,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5021,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5022,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5057,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5062,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5066,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5067,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5075,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5088,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5092,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5093,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5094,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5113,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5115,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367014867::5121,product_plants::HR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR07::S8907367014867::7061,product_plants::HR07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR07::S8907367014867::7083,product_plants::HR07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::JH05::S8907367014867::5065,product_plants::JH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5016,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5017,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5024,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5025,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5051,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5052,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5053,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5056,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5068,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5073,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5074,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5076,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5077,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5078,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5105,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5114,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5118,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA05::S8907367014867::5132,product_plants::KA05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367014867::7051,product_plants::KA07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367014867::7056,product_plants::KA07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367014867::7077,product_plants::KA07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367014867::7079,product_plants::KA07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KA07::S8907367014867::7092,product_plants::KA07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR05::S8907367014867::5056,product_plants::KR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR05::S8907367014867::5096,product_plants::KR05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367014867::7011,product_plants::KR07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367014867::7065,product_plants::KR07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::KR07::S8907367014867::7081,product_plants::KR07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5018,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5026,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5027,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5028,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5029,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5033,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5044,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5045,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5046,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5069,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5079,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5080,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5081,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5082,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5084,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5085,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5104,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5111,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5116,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH05::S8907367014867::5124,product_plants::MH05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367014867::7024,product_plants::MH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367014867::7029,product_plants::MH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367014867::7035,product_plants::MH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367014867::7052,product_plants::MH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367014867::7053,product_plants::MH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367014867::7066,product_plants::MH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367014867::7068,product_plants::MH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367014867::7082,product_plants::MH07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367014867::7010,product_plants::MP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367014867::7016,product_plants::MP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367014867::7025,product_plants::MP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367014867::7041,product_plants::MP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367014867::7072,product_plants::MP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367014867::7090,product_plants::MP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB05::S8907367014867::5037,product_plants::PB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB05::S8907367014867::5135,product_plants::PB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367014867::7002,product_plants::PB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367014867::7003,product_plants::PB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367014867::7019,product_plants::PB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367014867::7042,product_plants::PB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367014867::7046,product_plants::PB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367014867::7059,product_plants::PB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367014867::7086,product_plants::PB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::RJ07::S8907367014867::7070,product_plants::RJ07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::RJ07::S8907367014867::7076,product_plants::RJ07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5030,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5032,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5039,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5047,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5048,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5049,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5089,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5102,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367014867::5128,product_plants::TL05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367014867::7032,product_plants::TL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367014867::7036,product_plants::TL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367014867::7044,product_plants::TL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367014867::7078,product_plants::TL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367014867::7084,product_plants::TL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367014867::7095,product_plants::TL07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367014867::5054,product_plants::TM05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367014867::5055,product_plants::TM05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367014867::5087,product_plants::TM05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367014867::5099,product_plants::TM05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367014867::5117,product_plants::TM05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367014867::5126,product_plants::TM05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367014867::5127,product_plants::TM05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367014867::5131,product_plants::TM05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM07::S8907367014867::7015,product_plants::TM07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM07::S8907367014867::7074,product_plants::TM07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP05::S8907367014867::5041,product_plants::UP05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP05::S8907367014867::5072,product_plants::UP05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP05::S8907367014867::5107,product_plants::UP05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP05::S8907367014867::5122,product_plants::UP05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367014867::7007,product_plants::UP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367014867::7018,product_plants::UP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367014867::7038,product_plants::UP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367014867::7047,product_plants::UP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367014867::7055,product_plants::UP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367014867::7063,product_plants::UP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367014867::7069,product_plants::UP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367014867::7080,product_plants::UP07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5019,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5031,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5034,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5038,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5040,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5058,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5059,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5060,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5061,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5063,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5083,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5090,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5100,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5101,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5108,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5119,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367014867::5129,product_plants::WB05::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367014867::7027,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367014867::7037,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367014867::7039,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367014867::7043,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367014867::7050,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367014867::7057,product_plants::WB07::S8907367014867,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
